;article_name;authors;article_url;doi;volume_name;volumen_date;volume_url
1510;The state of macroeconomic forecasting;['[Fildes, Robert]', '[Stekler, Herman]'];https://www.sciencedirect.com/science/article/pii/S0164070402000551;https://doi.org/10.1016/S0164-0704(02)00055-1;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1511;Comments on ‘The state of macroeconomic forecasting’;['[Clements, Michael P.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000563;https://doi.org/10.1016/S0164-0704(02)00056-3;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1512;Comments on ‘The state of macroeconomic forecasting’;['[Croushore, D.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000575;https://doi.org/10.1016/S0164-0704(02)00057-5;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1513;Comments on ‘The state of macroeconomic forecasting’;['[Smith, Ron]'];https://www.sciencedirect.com/science/article/pii/S0164070402000587;https://doi.org/10.1016/S0164-0704(02)00058-7;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1514;Comments on ‘The state of macroeconomic forecasting’;['[West, Kenneth D]'];https://www.sciencedirect.com/science/article/pii/S0164070402000599;https://doi.org/10.1016/S0164-0704(02)00059-9;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1515;Comments on ‘The state of macroeconomic forecasting’;['[Zellner, Arnold]'];https://www.sciencedirect.com/science/article/pii/S0164070402000605;https://doi.org/10.1016/S0164-0704(02)00060-5;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1516;Reply to the comments on ‘The state of macroeconomic forecasting’;['[Fildes, Robert]', '[Stekler, Herman]'];https://www.sciencedirect.com/science/article/pii/S0164070402000617;https://doi.org/10.1016/S0164-0704(02)00061-7;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1517;Forecasting with a real-time data set for macroeconomists;['[Stark, Tom]', '[Croushore, Dean]'];https://www.sciencedirect.com/science/article/pii/S0164070402000629;https://doi.org/10.1016/S0164-0704(02)00062-9;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1518;Comments on ‘Forecasting with a real-time data set for macroeconomists’;['[Elliott, Graham]'];https://www.sciencedirect.com/science/article/pii/S0164070402000630;https://doi.org/10.1016/S0164-0704(02)00063-0;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1519;Comments on ‘Forecasting with a real-time data set for macroeconomists’;['[Kozicki, Sharon]'];https://www.sciencedirect.com/science/article/pii/S0164070402000642;https://doi.org/10.1016/S0164-0704(02)00064-2;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1520;Comment on ‘Forecasting with a real-time data set for macroeconomists’;['[Fackler, James S]'];https://www.sciencedirect.com/science/article/pii/S0164070402000654;https://doi.org/10.1016/S0164-0704(02)00065-4;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1521;Reply to the comments on ‘Forecasting with a real-time data set for macroeconomists’;['[Stark, Tom]', '[Croushore, Dean]'];https://www.sciencedirect.com/science/article/pii/S0164070402000666;https://doi.org/10.1016/S0164-0704(02)00066-6;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1522;A vector error-correction forecasting model of the US economy;['[Anderson, Richard G.]', '[Hoffman, Dennis L.]', '[Rasche, Robert H.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000678;https://doi.org/10.1016/S0164-0704(02)00067-8;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1523;Comments on ‘A vector error-correction forecasting model of the US economy’;['[Swanson, Norman R]'];https://www.sciencedirect.com/science/article/pii/S016407040200068X;https://doi.org/10.1016/S0164-0704(02)00068-X;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1524;Comments on ‘A vector error-correction forecasting model of the US economy’;['[Lastrapes, William D]'];https://www.sciencedirect.com/science/article/pii/S0164070402000691;https://doi.org/10.1016/S0164-0704(02)00069-1;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1525;Reply to the comments on ‘A vector error-correction forecasting model of the U.S. economy’;['[Anderson, Richard G]', '[Hoffman, Dennis L]', '[Rasche, Robert H]'];https://www.sciencedirect.com/science/article/pii/S0164070402000708;https://doi.org/10.1016/S0164-0704(02)00070-8;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1526;Recent Books Received in Macroeconomics;[];https://www.sciencedirect.com/science/article/pii/S016407040200071X;https://doi.org/10.1016/S0164-0704(02)00071-X;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1527;Author index;[];https://www.sciencedirect.com/science/article/pii/S0164070402000897;https://doi.org/10.1016/S0164-0704(02)00089-7;Volume 24, Issue 4 ;Pages 435-620 (December 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/4
1528;Editorial board;[];https://www.sciencedirect.com/science/article/pii/S0164070402000733;https://doi.org/10.1016/S0164-0704(02)00073-3;Volume 24, Issue 3 ;Pages 293-434 (September 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/3
1529;Stabilization policy in an open economy;['[Andersen, Torben M.]', '[Holden, Steinar]'];https://www.sciencedirect.com/science/article/pii/S0164070402000393;https://doi.org/10.1016/S0164-0704(02)00039-3;Volume 24, Issue 3 ;Pages 293-434 (September 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/3
1530;Targeting inflation over the short, medium and long term;['[Nessén, Marianne]'];https://www.sciencedirect.com/science/article/pii/S016407040200040X;https://doi.org/10.1016/S0164-0704(02)00040-X;Volume 24, Issue 3 ;Pages 293-434 (September 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/3
1531;The long-run relationship between inflation and real stock prices;['[Rapach, David E.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000411;https://doi.org/10.1016/S0164-0704(02)00041-1;Volume 24, Issue 3 ;Pages 293-434 (September 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/3
1532;Measuring noise in the Permanent Income Hypothesis;['[Engsted, Tom]'];https://www.sciencedirect.com/science/article/pii/S0164070402000423;https://doi.org/10.1016/S0164-0704(02)00042-3;Volume 24, Issue 3 ;Pages 293-434 (September 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/3
1533;A panel cointegration approach to the estimation of the peseta real exchange rate;['[Camarero, Mariam]', '[Tamarit, Cecilio]'];https://www.sciencedirect.com/science/article/pii/S0164070402000435;https://doi.org/10.1016/S0164-0704(02)00043-5;Volume 24, Issue 3 ;Pages 293-434 (September 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/3
1534;Asymmetric price adjustment and the Phillips curve;['[Enders, Walter]', '[Hurn, Stan]'];https://www.sciencedirect.com/science/article/pii/S0164070402000447;https://doi.org/10.1016/S0164-0704(02)00044-7;Volume 24, Issue 3 ;Pages 293-434 (September 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/3
1535;The determinants of Federal Reserve policy actions: A re-examination;['[Froyen, Richard T.]', '[Waud, Roger N.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000459;https://doi.org/10.1016/S0164-0704(02)00045-9;Volume 24, Issue 3 ;Pages 293-434 (September 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/3
1536;Recent Books in Macroeconomics;[];https://www.sciencedirect.com/science/article/pii/S0164070402000381;https://doi.org/10.1016/S0164-0704(02)00038-1;Volume 24, Issue 3 ;Pages 293-434 (September 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/3
1537;Dependent children and aged parents: funding education and social security in an aging economy;['[Pecchenino, Rowena A.]', '[Pollard, Patricia S.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000241;https://doi.org/10.1016/S0164-0704(02)00024-1;Volume 24, Issue 2 ;Pages 145-292 (June 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/2
1538;The role of unions in an endogenous growth model with human capital;['[Ramos Parreño, José Marı́a]', '[Sánchez-Losada, Fernando]'];https://www.sciencedirect.com/science/article/pii/S016407040200023X;https://doi.org/10.1016/S0164-0704(02)00023-X;Volume 24, Issue 2 ;Pages 145-292 (June 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/2
1539;Volatility clustering in real interest rates: international evidence;['[Siklos, Pierre L.]', '[Skoczylas, Leslaw F.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000253;https://doi.org/10.1016/S0164-0704(02)00025-3;Volume 24, Issue 2 ;Pages 145-292 (June 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/2
1540;Technology choice and patterns of growth in an overlapping generations model;['[Iwaisako, Tatsuro]'];https://www.sciencedirect.com/science/article/pii/S0164070402000204;https://doi.org/10.1016/S0164-0704(02)00020-4;Volume 24, Issue 2 ;Pages 145-292 (June 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/2
1541;The impact of financial system development on business cycles volatility: cross-country evidence;['[Ferreira da Silva, Gisele]'];https://www.sciencedirect.com/science/article/pii/S0164070402000216;https://doi.org/10.1016/S0164-0704(02)00021-6;Volume 24, Issue 2 ;Pages 145-292 (June 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/2
1542;An ARDL bounds test of the long-run Fisher effect in the United States and Canada;['[Atkins, Frank J.]', '[Coe, Patrick J.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000198;https://doi.org/10.1016/S0164-0704(02)00019-8;Volume 24, Issue 2 ;Pages 145-292 (June 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/2
1543;Total factor productivity and the convergence hypothesis;['[Miller, Stephen M.]', '[Upadhyay, Mukti P.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000228;https://doi.org/10.1016/S0164-0704(02)00022-8;Volume 24, Issue 2 ;Pages 145-292 (June 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/2
1544;Recent Books in Mac oeconomics;[];https://www.sciencedirect.com/science/article/pii/S0164070402000265;https://doi.org/10.1016/S0164-0704(02)00026-5;Volume 24, Issue 2 ;Pages 145-292 (June 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/2
1545;Instructions to authors;[];https://www.sciencedirect.com/science/article/pii/S0164070402000514;https://doi.org/10.1016/S0164-0704(02)00051-4;Volume 24, Issue 2 ;Pages 145-292 (June 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/2
1546;Editorial;[];https://www.sciencedirect.com/science/article/pii/S0164070402000332;https://doi.org/10.1016/S0164-0704(02)00033-2;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1547;Richard Goodwin's Keynesian cobweb: theme and variations;['[Day, Richard H.]', '[Pavlov, Oleg V.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000125;https://doi.org/10.1016/S0164-0704(02)00012-5;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1548;Is private consumption growth higher (lower) during periods of fiscal contractions (expansions)?;['[Hjelm, Göran]'];https://www.sciencedirect.com/science/article/pii/S0164070402000137;https://doi.org/10.1016/S0164-0704(02)00013-7;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1549;Optimal and efficient monetary policy rules in a forward-looking model;['[Guender, Alfred V]'];https://www.sciencedirect.com/science/article/pii/S0164070402000149;https://doi.org/10.1016/S0164-0704(02)00014-9;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1550;Model mis-specification and Johansen's co-integration analysis: an application to the US money demand;['[Ahking, Francis W.]'];https://www.sciencedirect.com/science/article/pii/S0164070402000174;https://doi.org/10.1016/S0164-0704(02)00017-4;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1551;Common knowledge and the value of defending a fixed exchange rate––an explanation of a currency crisis;['[Allsopp, Louise]'];https://www.sciencedirect.com/science/article/pii/S0164070402000162;https://doi.org/10.1016/S0164-0704(02)00016-2;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1552;Examining the long-run effect of money on economic growth: an alternative view;['[Chang, Wen-ya]'];https://www.sciencedirect.com/science/article/pii/S0164070402000150;https://doi.org/10.1016/S0164-0704(02)00015-0;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1553;Political pressure on the Bundesbank: an empirical investigation using the Havrilesky approach;['[Maier, Philipp]', '[Sturm, Jan-Egbert]', '[de Haan, Jakob]'];https://www.sciencedirect.com/science/article/pii/S0164070402000083;https://doi.org/10.1016/S0164-0704(02)00008-3;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1554;Real money balances and production efficiency: a panel-data stochastic production frontier study;['[Nourzad, Farrokh]'];https://www.sciencedirect.com/science/article/pii/S0164070402000186;https://doi.org/10.1016/S0164-0704(02)00018-6;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1555;Recent Books in Macroeconomics;[];https://www.sciencedirect.com/science/article/pii/S0164070402000101;https://doi.org/10.1016/S0164-0704(02)00010-1;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1556;Referee Acknowlegment;[];https://www.sciencedirect.com/science/article/pii/S0164070402000113;https://doi.org/10.1016/S0164-0704(02)00011-3;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
1557;Instructions to authors;[];https://www.sciencedirect.com/science/article/pii/S0164070402000344;https://doi.org/10.1016/S0164-0704(02)00034-4;Volume 24, Issue 1 ;Pages 1-144 (March 2002);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/24/issue/1
